lat,lon
6.677549,79.9220122
6.6769767,79.9223467
6.6748971,79.9234186
6.6744572,79.9236453
6.674371,79.9236953
6.6732178,79.924188
6.671959,79.9247593
6.671268,79.9250617
6.6827377,79.9182391
6.5408599,79.971033
6.5415356,79.9707577
6.5425518,79.97031
6.5451731,79.9692067
6.5477944,79.9680926
6.5489998,79.9675825
6.5511093,79.9666898
6.5521226,79.9662504
6.5531092,79.9658002
6.5535849,79.965621
6.5539712,79.9655432
6.554271,79.9654855
6.5546317,79.9654697
6.5550158,79.9654789
6.5554011,79.9655308
6.5562575,79.9656921
6.5569457,79.9658437
6.5578297,79.9660435
6.5583413,79.9661467
6.5588482,79.9661886
6.5590434,79.9661789
6.5593019,79.9661776
6.559567,79.9661454
6.5601324,79.9660143
6.5607929,79.9658462
6.5613224,79.9657361
6.5617041,79.9656719
6.5623974,79.965604
6.5629146,79.9655772
6.5634184,79.9655344
6.5641076,79.9655132
6.564813,79.9654637
6.5653199,79.9654427
6.565618,79.965438
6.5659028,79.965412
6.5662183,79.9653839
6.5665337,79.9653425
6.5668148,79.9652884
6.5671506,79.9651905
6.5682856,79.964791
6.5687905,79.9646408
6.5690917,79.9646018
6.5693767,79.9645617
6.5696978,79.9645188
6.5701221,79.9644912
6.5705251,79.9644583
6.5711367,79.964402
6.5716697,79.9643423
6.572192,79.9642557
6.5726823,79.9641753
6.5733791,79.9640197
6.5742293,79.9638119
6.5746298,79.9636958
6.5749492,79.9635879
6.5752036,79.9634964
6.5756398,79.9633226
6.5765472,79.9629385
6.5768902,79.9627797
6.5771722,79.9626428
6.5777065,79.9623732
6.5780981,79.9621654
6.5784805,79.9619468
6.5789028,79.9616718
6.5793025,79.9614036
6.5798976,79.9609912
6.5802005,79.9607813
6.5806041,79.9605011
6.581875,79.9595971
6.5820976,79.9594402
6.5822879,79.9593204
6.5824625,79.959232
6.5826357,79.9591555
6.5829315,79.9590604
6.5831371,79.9590071
6.5833685,79.958949
6.5836162,79.9589088
6.5841229,79.958864
6.5846732,79.9588153
6.5848806,79.9588162
6.5851044,79.958835
6.5853535,79.9588725
6.5855267,79.9589195
6.5857332,79.9589892
6.586013,79.9590992
6.5862874,79.9592172
6.5865046,79.9592883
6.5867977,79.959354
6.5871427,79.9593902
6.5874145,79.9593862
6.6828886,79.9181344
6.6833572,79.9178093
6.6840498,79.9173493
6.6848357,79.9168584
6.6853205,79.9165487
6.6860024,79.9160555
6.6867032,79.9155321
6.6873518,79.9150198
6.6878695,79.9146464
6.6883745,79.9143389
6.6901603,79.9133195
6.6926311,79.9119073
6.6975581,79.9090835
6.698121,79.9087974
6.6995257,79.9081741
6.7002703,79.9078426
6.7009268,79.9075492
6.701787,79.9071724
6.7025136,79.906857
6.7030167,79.9066138
6.7044025,79.9059
6.7059433,79.905123
6.7062475,79.9049938
6.7065073,79.9049017
6.7067883,79.9048335
6.7070363,79.9047936
6.7073552,79.904756
6.7078561,79.9047323
6.7088962,79.9046692
6.7106647,79.9045945
6.7109017,79.9045874
6.7111208,79.9046058
6.7114494,79.9046454
6.7118363,79.9046896
6.7121505,79.9046998
6.7124707,79.9046747
6.7128308,79.9046464
6.7133462,79.9045337
6.7136567,79.9044422
6.7140506,79.9043089
6.7144346,79.9041418
6.7147063,79.9039996
6.7151631,79.9037086
6.7155507,79.9034658
